BV1afub6ZEgh | 服部平次 | 2026-08-07 | 播3138 | 【自由魂】看勇哥餐饮《彝族宝爸带五娃创业》，觉得勇哥预约太慢，赌运气开砂锅店，刚开业3天就怀疑人生！~ || 自由魂儿儿儿 B站：https://space.bilibili.com/1282271864 直播间：https://live.bilibili.com/23459804 勇哥餐饮原创 B站：https://space.bilibili.com/3546801669933097 直播间：https
BV1MggQ69Ezv | 圈圈餐饮转圈圈 | 2026-07-23 | 播9867 | 勇哥第一视角带你看“勇哥大厦”装修最新进展！竟然还有样板间！ || -
BV1EwjQ6DEya | 爱炸毛的小煤球 | 2026-06-24 | 播205121 | 直播间出现两个勇哥？勇哥连线勇哥？ || 时间：2026.6.24上午场 地点：四川成都
BV1rLgp6oExg | 憨憨老板-皓哥 | 2026-08-13 | 播1524 | 当下实体餐饮不易，西安的餐饮老板陆续跟勇哥连麦取经！ || -
BV1Bngp6WEdd | 开府涵韵 | 2026-08-13 | 播154 | 力竭了 || -
BV1douy65EQj | 勇哥餐饮原创 | 2026-08-10 | 播59118 | 餐饮奇案！月销66万还倒亏 病根在哪里？ || 
BV1Dp3e6yE2P | 世间百态记录者 | 2026-07-28 | 播19956 | 突发！1.9引流烧烤店老板背刺 勇哥硬气回应！ || 7月28日上午
BV1exuq6pE9b | 朝日阳光ABC | 2026-08-11 | 播1447 | 【勇哥创业开店】(8.11 下午场）《木下火锅串串+凤凰家宴+和炽烤肉+有间煲仔饭+蕨代融合料理+野花肉铺烤肉》勇哥餐饮开店创业在线点评指导！ || 勇哥餐饮创业指导：开店摆摊，大师级教科书，直播连麦手把手创业指导！餐饮行业开店宝典不踩坑  【勇哥创业开店】(8.11 下午场）《木下火锅串串+凤凰家宴+和炽烤肉+有间煲仔饭+蕨代融合料理+野花肉铺烤肉》勇哥餐饮开店创业在线点评指导！
BV1PY3n6hE9k | 勇哥与神人 | 2026-07-29 | 播19244 | 勇哥和罗总帮助单亲妈妈：师傅工资都不要她出，真的大爱了 || 
BV1w3o6B4EtA | 皮埃尔塞德里克博南 | 2026-04-27 | 播977 | 探秘传说中的“勇哥大厦”一栋楼装下整个餐饮行业的陷阱！ || 本视频为豆包AI生成
BV1v1gc6oE4Y | FC_流星 | 2026-08-14 | 播119 | 打力竭了 || 
BV1S1Ed69E3z | 勇哥餐饮原创 | 2026-06-11 | 播2037756 | 全程高能谨慎观看！血亏40万不听劝 劝到力竭（精简版） || 
BV1YngN68EsA | 朝日阳光ABC | 2026-08-14 | 播30 | 【勇哥创业开店】(8.14 下午场）《花姐麻辣烫+陈爽爽冒烤鸭+大锅焖肉面+湘钵钵+云阿蛮生烫牛肉米线》勇哥餐饮开店创业在线点评指导！ || 勇哥餐饮创业指导：开店摆摊，大师级教科书，直播连麦手把手创业指导！餐饮行业开店宝典不踩坑  【勇哥创业开店】(8.14 下午场）《花姐麻辣烫+陈爽爽冒烤鸭+大锅焖肉面+湘钵钵+云阿蛮生烫牛肉米线》勇哥餐饮开店创业在线点评指导！
BV15bgF6SEF7 | 再努力一点点y | 2026-08-14 | 播102 | 本来想打到305级的，可是真的力竭了（我是热周日的玩物！！！ || 20抽的拉拉弓箭，我仰天长啸
BV1JrgA6MEBs | 世间百态记录者 | 2026-08-14 | 播3617 | 吸氧级！勇哥想娶刘亦菲？浙江一店面开俩加盟店 亏400多w || 8月14日上午第2位
BV1NRjF6WEo5 | 勇哥餐饮避坑指南 | 2026-06-18 | 播3554329 | 史上最牛烤鱼店！整个楼层全倒闭！8年老店到底有多好吃？（江苏）@勇哥餐饮原创 || 江苏南通最牛烤鱼店！
BV1MAq8BWEDc | 东射呀 | 2025-12-16 | 播25639 | 血亏920万宝钱！ || -
BV1JPg56AEja | 勇哥餐饮原创 | 2026-08-13 | 播101317 | 百万奶茶大厦返场 时隔一年有什么变化？ || 
BV13GgW6UESX | 勇哥餐饮避坑指南 | 2026-08-13 | 播82870 | 老板纳闷为什么亏钱？勇哥：卖的太贵 吃一次不会再去！ @勇哥餐饮原创 || 地点：江苏南通启东 老板25万加盟面馆，连鲜肉都要从总部拿货！
BV1LWgn6CE5X | 朝日阳光ABC | 2026-08-13 | 播989 | 【勇哥创业开店】(8.13 下午场）《以川冒烤鸭+李沁沁现炒浇头面+聚串季欢乐烤场+鑫晟烧烤+悦尚鲜田园湘菜》勇哥餐饮开店创业在线点评指导！ || 勇哥餐饮创业指导：开店摆摊，大师级教科书，直播连麦手把手创业指导！餐饮行业开店宝典不踩坑  【勇哥创业开店】(8.13 下午场）《以川冒烤鸭+李沁沁现炒浇头面+聚串季欢乐烤场+鑫晟烧烤+悦尚鲜田园湘菜》勇哥餐饮开店创业在线点评指导！
BV11VuC6REZo | 勇哥餐饮原创 | 2026-08-12 | 播170249 | 颠覆认知的神店！藏在楼梯口 也能一店传三代？ || 
BV1ScjE6GEm7 | 爱炸毛的小煤球 | 2026-06-20 | 播30492 | 远古连麦，以前的勇哥和现在有什么区别？勇哥变了吗？ || 时间：远古视频 地点：河北承德平泉
BV1XYgw6REP3 | 勇哥餐饮避坑指南 | 2026-08-14 | 播11573 | 台州小伙要150万开店！勇哥：不要学汉林仕那父子！ @勇哥餐饮原创 || 地点：浙江台州
BV15TgG6pEH8 | 脉米当咖 | 2026-08-12 | 播214 | 拒绝连麦勇哥！38 岁餐饮小白张家界二楼开店，结局出人意料 || 38 岁餐饮小白海燕爱叨叨，在张家界开设登火味二楼小吃店。 开店筹备期间，无数网友建议她连麦勇哥餐饮创业说评估风险，海燕公开发声，表示暂时不需要连线。 万众期待的网红实体店，开业短短时间风波不断，最终仓促宣布闭店。
BV1cXgp6aE6s | 世间百态记录者 | 2026-08-13 | 播25944 | 汉林仕近期情报 近三天台州店单量保持在2百单左右 || 
BV1jNDsB9E2x | 就录录桑 | 2026-04-09 | 播65971 | 五娃宝妈背刺群友后被骂破防，冷处理后注销账号，4.9日奶茶店彻底倒闭关门 || 
BV1TSNt63Ehh | 小白餐饮创业说 | 2026-07-15 | 播8654 | 泰州老哥投资十几万加盟“张三野”云南野山菌炒饭店选址老社区社区商圈盈亏平衡点高达两千五勇哥劝不要干还是要干白说了还问勇哥加啥评论纯纯就是个外卖炒饭店… || 直播时间：2026年7月
BV1UeuZ6qEtM | 勇哥餐饮避坑指南 | 2026-08-10 | 播391262 | 大姐自我感动 全程犟到底！勇哥真的劝不动！@勇哥餐饮原创 || 地点：湖南襄阳 别家的饮品都不健康！
BV1ZWKC6TEpu | 曼巴武装直升机 | 2026-07-20 | 播1415 | 力竭了 || -
BV1atuv6VE6Q | 喵喵即正义 | 2026-08-11 | 播694054 | 大家一起死！勇哥夺回加盟费，遭汉林仕杨总死亡威胁始末【汉林仕大合集】 || 一期视频带你了解肯某汀老板为何对勇哥恨之入骨
BV1Vhgs6sEUD | 勇哥餐饮避坑指南 | 2026-08-14 | 播20681 | 150万开海鲜火锅 月亏11万！勇哥吸氧缓解 || 地点：云南昆明
BV1D7RKBqEHP | 勇哥餐饮创业路 | 2026-05-01 | 播8945 | 永康石头小筑中餐店，每月能赚7万？@勇哥餐饮原创 || 老板娘看到当地的中药奶茶连线勇哥带来了流量，于是也连上来打广告
BV1kGjt6dEjE | FanArch | 2026-06-21 | 播14380 | 【勇哥-北京幻想哥减脂餐】战地记者实录 || 先说结论，应该是没有开了，大门紧锁，点评上也显示暂未营业，但是楼下的铭牌上还是有写这家的…  位置很离谱，写字楼4层，里面还是有零星一些餐饮，基本都是靠外卖。 这家在特别角落的一个位置，旁边新开了个理发店正在装修，东西都堆到他家门口了。 我大拖延症，拖了两个多月才去，而且这是我第一次记录视频，拍的比
BV1v2uf6EEsB | 最新情报局 | 2026-08-14 | 播239652 | 8.14好团结！胖东来闭店整条街都没人出摊！房东气疯了！ || 
BV1UtxLzzEt1 | 账号已注销 | 2025-10-06 | 播25629 | 【AI视频】美女在森林里跑到力竭，已经无力站起 || -
BV18Jgc6yEAY | 兔子集团军 | 2026-08-14 | 播136 | 如何评价勇哥说餐饮 (2) || 如何评价勇哥说餐饮 (2)
BV1tM3d6vE8a | 以前的村子不会回来啦 | 2026-08-02 | 播3638 | 听完直接当场以5.55……%的力竭当场去世（因为时长只有18秒） || @灰金帽副团长安德鲁——圣经创作者 什么叫，我要顶着30%的大减速还得在70秒内打赢一个十蓝闪同时需要处理塞了8个激妹的马桶和一个装了一大堆不知道会出什么逆天玩意的策划坟头包而且要面对防御会自己修的吸血高达120%的打烂会自爆的打烂会爆出一地不知道什么逆天东西的打中让你的部队不听指引乱跑的吸引你后排
BV13qgp6kEc1 | 车祸警示录 | 2026-08-13 | 播269660 | 两车赌气互不相让，小伙站车前挑衅：快撞！不料对方真敢撞！【1932期】 || 无数鲜活的案例告诉我们，每次事故的发生通常只在几秒钟，其后果往往会改变一个或数个家庭的命运。 为了自己和他人的生命安全，请遵守交通法规，摒弃交通陋习，切不要让所有的幸福都毁于侥幸。 投稿方式 ①公众号：车祸警示录  ②邮箱投稿：CheHuoJSL@qq.com 视频后续有相关报道/错误，会以视频CC
BV1x4gA6mEvt | 世间百态记录者 | 2026-08-14 | 播4639 | 助灵珠破鼎？勇哥传授焚决 让学员硬刚大米先生！ || 8月14日上午第一位
BV1Xagw6sERF | 圈圈餐饮转圈圈 | 2026-08-14 | 播350 | 50岁大姐投370万加盟湘菜馆，又在旁边花100万加盟漂亮饭！勇哥：后厨团队全换了！ || -
BV11Sgp6eEAb | 勇哥知识学堂 | 2026-08-13 | 播162 | 连开7家店 亏没200W || 
BV1kRut6rEwf | 勇哥餐饮原创 | 2026-08-08 | 播243070 | 再次半路截杀 不听劝！50万不够赔 || 
BV1VvgP6wE8a | 圈圈餐饮转圈圈 | 2026-08-14 | 播275 | 后续：勇哥：干啥的！小伙：做你切片的！朋友在西安开麻辣烫！结果还亏钱！勇哥：这又不是刘亦菲开的店！ || -
BV1yv3F6zErz | 小水哥6 | 2026-07-27 | 播97908 | 亏了200个的奶茶店现状！ || -
BV1893j6hEaP | 勇哥餐饮避坑指南 | 2026-07-26 | 播436024 | 勇哥下场救店，探店71岁老奶奶菌汤锅（成都文殊院） || 四川成都文殊院菌汤锅
BV1tCgs6jEbi | 大喵娱乐酱 | 2026-08-13 | 播224 | 餐饮负面buff叠满了一个月营业额还有17万，只能是真好吃了（cr:勇哥餐饮创业说） || -
BV1higp6VEyb | 勇哥餐饮原创 | 2026-08-14 | 播20619 | 砸38万干早餐店 盈亏成谜？ 妻子现身还原真相！ || 
BV1apK56LEZU | CounterAttack-1 | 2026-07-16 | 播92153 | 美国纽约饼屋连线勇哥的后续 || -
BV15tuj6hE31 | 世间百态记录者 | 2026-08-09 | 播8286 | 勇哥看到自己在小红书上被"冲"了？决定虚心接受姐妹们的建议 || 8月9日上午
BV1xL3c63EXV | 勇哥与神人 | 2026-07-27 | 播51806 | 勇哥让关的闺蜜蛋糕店：战地记者报道爆满人！店主：不怪勇哥了。 || 
BV1hoMC6aExz | 勇哥餐饮説 | 2026-08-05 | 播27045 | 保定老板把咖啡店开在市区湖边，旺季排队、服务员忙得脚不沾地，一天却只卖5000，因为客人坐一下午只点一杯咖啡 || 时间：2026年8月5日 场次：4
BV1suge6hEad | 白凌小豪TagsBeaver | 2026-07-25 | 播244154 | 给员工10000元！让他一天花完！他会怎么消费？ || 给员工一万元让他一天内花完，究竟会发生什么样的事情？
BV1cdqrB2Erd | 蒸気火烧 | 2025-12-20 | 播1854 | 勇哥说餐饮案例实地探店 宝妈开店之秋醴食肆 || -具体情况见评论区
BV1AYgG6vEow | dnf怪盗 | 2026-08-12 | 播1774 | 这次是真的力竭了，我敢说有90％的玩家第一周都拿不完奖励！ || -
BV1oZgn6JEX6 | 跟着勇哥看世界 | 2026-08-13 | 播61008 | 看到店里的差评，勇哥都笑喷了，随后问出一个让杭州人破防的问题！ || 
BV1sRgP6EEnx | ybwwd | 2026-08-14 | 播174 | 真打力竭了 || 
BV1TqTe6hEhZ | 圈圈餐饮转圈圈 | 2026-07-01 | 播3118 | 突发！勇哥第一视角带大家亲自监工勇哥大厦！ || -
BV1qwuS6tEna | 舞夜老登 | 2026-08-09 | 播648 | 长沙和勇哥连线过的女仆咖啡实况探店 || -
BV1p46eBPEmH | 勇哥餐饮原创 | 2026-02-01 | 播144224 | 小白40天赔光35万   当事人揭秘套路！（精简版） || 
BV1emui6JEgK | 星雾眠ovo | 2026-08-11 | 播154 | 看力竭了 || -
BV1wsQ4BkEbd | 漂流的风000 | 2026-04-13 | 播5355 | 投资40万开快餐客单价40块 || 时间26年4月13日下午 地点 江苏苏州
BV1tZgJ6hEue | 小烨来了嘻嘻 | 2026-08-13 | 播370 | 看力竭了 || -
BV1x8gA61EY6 | 朝日阳光ABC | 2026-08-14 | 播475 | 【勇哥创业开店】(8.14 上午场）《大壮饭堂卤肉店+味上湘菜馆+打算做快餐+小菜谭手工川味小吃+江边神话》勇哥餐饮开店创业在线点评指导！ || 勇哥餐饮创业指导：开店摆摊，大师级教科书，直播连麦手把手创业指导！餐饮行业开店宝典不踩坑  【勇哥创业开店】(8.14 上午场）《大壮饭堂卤肉店+味上湘菜馆+打算做快餐+小菜谭手工川味小吃+江边神话》勇哥餐饮开店创业在线点评指导！
BV1VJgN6wE25 | 21号摩纳哥 | 2026-08-14 | 播4793 | 【实况足球手游】抽球抽到力竭...法国瓦拉内终于来了！ || 
BV1pEABzvE7w | 勇哥餐饮创业路 | 2026-03-01 | 播46222 | 26万开超级椰，每月亏1万，位置选错神仙难救！ @勇哥餐饮原创 || 淄博夫妻投26万加盟超级椰，主打椰子水饮品，开在商场里。房租1万1，每月亏1万1，一分钱赚不到！实在撑不下去想关店，找总部解约退押金，却被拒绝。连线勇哥求助：位置选错，神仙难救！加盟创业真的太坑了…
BV1Fygj6CECV | 勇哥餐饮避坑指南 | 2026-08-13 | 播48752 | 50万开烧鸟店 2年亏进去60万！老板太有意思了，举报顾客乱给好评！ @勇哥餐饮原创 || 地点：杭州 老板从电商转行餐饮（喜欢吃烧鸟）
BV1Jcg56NEB8 | 水豚君Kanso | 2026-08-12 | 播8083 | 【低分老店】关于我请朋友吃饭，但他吐槽了42分钟这件事 || 42分钟并非嘉宾吐槽的极限，而是我储存卡录制的极限！  下期会熬个家用版的基础沙茶酱，回头你们根据自己的喜好去特化它就好了！
BV1nuR2BNEj8 | YONHAO_ | 2026-05-09 | 播24120 | 勇哥餐饮连线并没有那么伟大 || -
BV13bgn6gEy4 | 勇哥餐饮避坑指南 | 2026-08-13 | 播21521 | 连开7家店 亏没200W！勇哥遇女粉比心示爱！ @勇哥餐饮原创 || 地点：浙江
BV1gBgs6SEo1 | 小白餐饮创业说 | 2026-08-14 | 播510 | 贵州老哥跑到台州和朋友合伙开店乱刷抖音加盟济南“春风遥”火锅店投资从20万一路上涨到40多万光给总部20万选址小公园商圈都没几个人勇哥爆金句台州人上午汉林仕下午 || 直播时间：2026年8月
BV1bgGu66EfH | 娱你同乐丫 | 2026-08-01 | 播25643 | 勇哥连到这种店 氧气都不用吸了 勇哥说餐饮 || -
BV1FXgn69Ear | 勇哥餐饮避坑指南 | 2026-08-13 | 播26630 | 100万开豆米火锅 月亏5万多，勇哥教你吊打周围同行！ || 地点：云南昆明
BV1WMAwziEfd | 就录录桑 | 2026-03-21 | 播24829 | 五娃宝妈3.20日激情对骂弹幕，总督直播阴阳怪气超市老板，结果老板在直播间，答应退租后立刻变脸，超市老板不直播的原因找到了 || 
BV1ZbvkBKE1y | 爱炸毛的小煤球 | 2025-12-28 | 播376001 | 勇哥道心破碎，连到美女老板娘，道都走不动了，连镜头都忘记翻转了 || 
BV12cuq6zEX4 | 勇哥餐饮原创 | 2026-08-12 | 播38311 | 餐饮老炮触碰行业大忌 90万不够赔！如何挽回损失？ || 
BV1aJgN6cEnh | 世间百态记录者 | 2026-08-14 | 播5584 | 台州的神！汉林仕春风摇都low爆了！勇哥乐坏了！ || 8月14日下午第二位
BV1Hmuv68EGt | 假面骑士泽兹时代 | 2026-08-11 | 播1327 | 连线完勇哥立马擦边开播七仙女，纯粹极致黑流打法 || -
BV1P3gs6uEAy | 阳光解说手游系列 | 2026-08-13 | 播86 | 最力竭的一集 || -
BV1A8w7zCEAH | 圈圈餐饮转圈圈 | 2026-03-16 | 播116573 | 性格超好的姐姐!关注勇哥四五年!开了七年日料店，每月赚近一万还能如何改进... || -
BV11epMzrEL9 | 小白餐饮创业说 | 2025-09-16 | 播107563 | 小哥第一次连麦听勇哥劝，赚钱了特来报喜，现如今人太多了忙不过来，勇哥建议请兼职，再做其他营销活动推陈出新… || -
BV1gY8czyEtn | HengRui | 2025-07-23 | 播45236 | 勇哥连麦后续：古道茶坊，南京溧水血亏40w || 有一些个人见解，视频录的比较匆忙，听就行了。
BV1nw6kBWESY | 勇哥餐饮避坑指南 | 2026-01-31 | 播153207 | 40万的快餐店里摆满了各种瓷器藏品！最贵连线朴树湾文化馆  @勇哥餐饮原创 || 文化馆里卖快餐！可是每天亏损666块！#勇哥餐饮#朴树湾#文化馆#餐饮圣经#餐饮创业#餐饮
BV18bgE6aEaE | 勇哥餐饮避坑指南 | 2026-08-13 | 播33507 | 姑娘被谣言嘲笑 勇哥最后爆出实情，造谣者全部闭嘴！ @勇哥餐饮原创 || 地点：南昌
BV1zNgN66EPw | 勇哥餐饮切片避坑 | 2026-08-14 | 播181 | 丽水50岁女老板投四百多万开两家加盟店，湘菜馆月亏六万服务员甩脸子厨师盐都放不好，勇哥：这样开店我能娶刘亦菲 || 勇哥切片转载 任何咨询/连麦请找@勇哥餐饮原创
BV14pMX62ETQ | 山哥认知圈 | 2026-08-03 | 播62144 | 怼勇哥的臭豆腐汉堡获1000万投资？我们错怪好品牌了？ || 
BV1eggG6nEs4 | 勇哥餐饮创业路 | 2026-08-12 | 播24108 | 抑郁姐反复折磨勇哥！气的勇哥直接吸氧！一问三不知 最后给大姐退费399（完整版38分钟） || 地点:深圳龙岗区 大姐啥都不懂 一下就拿了两个区的代理 深圳版的两江总督
BV1cigW6AEUW | 勇哥餐饮说创業 | 2026-08-14 | 播14652 | 在大厂干了18年 被优化了！转行干餐饮 勇哥罕见夸老板干得好！ || 时间：2026.8.13下午场 地点：广东深圳
BV1yLuC6WEz2 | 勇哥餐饮避坑指南 | 2026-08-12 | 播217490 | 吸氧级大姐！深圳版两江总督 把自己亏到玉玉了！把勇哥搞到崩溃吸氧！ @勇哥餐饮原创 || 地点：深圳龙岗
BV1eABHB5EAY | 勇哥餐饮新说唱 | 2025-12-22 | 播54615 | 大聪明口音+1，顺德laughing哥沟通太费劲了，气的勇哥都想找同城代打了 2025.12.22 @勇哥餐饮原创 || 
BV1mHGo6BExh | 高木乔李依同学 | 2026-05-25 | 播1097 | 前往“勇哥大厦” || 被勇哥力劝的拿来开“勇哥大厦”的店铺今天试营业了，我第一时间赶去尝了一下，可惜是临时出门没带我的棉花娃娃
BV1DTzjBFEbE | 正在录像 | 2026-01-21 | 播21700 | 【勇哥餐饮】小伙租房一楼餐饮二楼民宿旁边头盔咖啡 || 点点关注https://live.bilibili.com/1990572299
BV1zJsbzbEkC | 小白餐饮创业说 | 2025-10-22 | 播131791 | 【百万奶茶大厦】后续直播（介绍茶萃吧产品以及大厦内部部分详情） || -
BV1D3um6kEud | 圈圈餐饮转圈圈 | 2026-08-09 | 播384717 | 又一个神店！有台风顾客还来吃！电梯下面开了九年地锅鸡！竟还月销17万！勇哥：快去买空调！ || -
BV13GQQBoEgc | variouscherry | 2026-03-22 | 播75082 | 力竭了～～ || -
BV1VNgk6KEuu | 勇哥餐饮避坑指南 | 2026-07-22 | 播496812 | 勇哥探店后续 71岁老奶奶菌汤锅，勇哥：丢人丢到家了，像没吃过好东西一样！（成都） || -
BV1AcTR62EqJ | 跟着勇哥看世界 | 2026-07-06 | 播27438 | 这段话，或许能解释为啥那么多人喜欢勇哥 || 
BV1VBM26GEhz | 勇哥与神人 | 2026-08-05 | 播119511 | 勇哥1.9套餐60服务费大结局来了。 || 
BV1DRgH63EPA | 世间百态记录者 | 2026-08-13 | 播8169 | 老板忙晕了一直道歉？勇哥发布视频第二天 宁波地锅鸡火爆现状 || 
BV1DBgw6nE9e | Mr铲子战神 | 2026-08-14 | 播15 | 力竭了 || -
BV1j3VA6zEzq | 秩序丶安 | 2026-05-26 | 播8669 | 【又一】看勇哥最新案例《80万开奶茶亏光！姑娘泪洒直播间😭》又神表示还是太正常了，不够神人不爱看👋就爱看亏得多够神人的😋 || 又一充电中 https://space.bilibili.com/1217754423/ 恬豆发芽了 https://space.bilibili.com/1660392980/ 沐霂是MUMU呀 https://space.bilibili.com/1878154667/ 梨安不迷路 https:
BV1kuwDzKEuT | 勇哥餐饮实录 | 2026-03-17 | 播30432 | 投资百万装修整栋楼，只为开一家奶茶店；日销800请了7个员工，简直闻所未闻！《勇哥餐饮圣经之“百万奶茶大厦”》 || -
BV1MguR6tEtU | 勇哥餐饮原创 | 2026-08-10 | 播31402 | 为家庭拼搏却被忽悠 同行鼎力相助，渡过难关！ || 
BV1qt3H6XEw3 | 卡秃噜皮君 | 2026-07-30 | 播1795161 | 峰哥血亏170万！直播崩溃痛哭！人生已经毁了！！！ || -
BV1TigE6oEmY | 朝日阳光ABC | 2026-08-13 | 播1061 | 【勇哥创业开店】(8.13 上午场）《东北烧烤+贵州豆米火锅+嘉润佳大排档+辉仔海鲜火锅》勇哥餐饮开店创业在线点评指导！ || 勇哥餐饮创业指导：开店摆摊，大师级教科书，直播连麦手把手创业指导！餐饮行业开店宝典不踩坑  【勇哥创业开店】(8.13 上午场）《东北烧烤+贵州豆米火锅+嘉润佳大排档+辉仔海鲜火锅》勇哥餐饮开店创业在线点评指导！
BV1KeNb63E4K | 孟令曦 | 2026-07-14 | 播165750 | 当你开了家公司，员工只有你和你女朋友？ || 
BV1D1T96dEZN | 勇哥餐饮避坑指南 | 2026-07-06 | 播383446 | 再遇烤鱼神店，周围店铺全倒闭！老板告赢快招公司，给餐饮人上大分！@勇哥餐饮原创 || 浙江 再遇烤鱼神店，周围店铺全倒闭，没有客流，全靠老顾客，勇哥直言和南通的巫山烤鱼有一拼！ 老板还告赢了快招公司，成功退款，给餐饮人上大分！
BV1qWuz6aEGp | 世间百态记录者 | 2026-08-11 | 播37089 | 勇哥连麦过的宁波地锅鸡 11号晚火爆现状 7点半排号50+ || 8月11日晚
BV1d6uV6REg7 | 寮步星期八蛋糕店 | 2026-08-09 | 播62917 | 勇哥让我关店的第15天，我把店开成了打卡点 || -
BV1W1Vt6pECr | 小椰子专栏 | 2026-06-01 | 播3424380 | 全网群嘲的“猪食火锅”事件：新型网红，炸出多少逆天的神人 || 如果小伙伴有更多的看法，可以在评论区给我留言哦。 下期想看什么热点事件，也可以跟椰子说说呀。 感谢大家的一键三连，你们的鼓励是我做视频的动力～ 也可以看看椰子的课程《普通人逆袭必备的30个认知模型》，在椰子的主页就可以看到哦。
